legacy_code,legacy_account_id,legacy_name,legacy_active,legacy_linked_contact_id,parent_code,line_count,sum_debit,sum_credit,net_dr_cr,derived_contact_code,derived_contact_id,derived_contact_name,derived_contact_type,ap_account_id,ap_code,ap_active,ap_linked_contact_id,ap_contact_type,verified_remap_to,ap_leaf_count_for_contact
210016,f2095702-44ea-4447-8c19-a376f1860aec,AMNA ARTS,f,"",2090,0,0.00,0.00,0.00,SUP-ZHD-0016,d96862df-b514-4be0-8a33-d65c3b50f359,AMNA ARTS,supplier,c1d91ef8-7941-421c-bf99-ced8dcf85b1b,AP-SUPZHD0016,true,d96862df-b514-4be0-8a33-d65c3b50f359,supplier,AP-SUPZHD0016,1
210017,719c0bab-9484-4cff-84b8-8a0f0ffecffd,ARIF LHR,t,21e1ac76-b911-44a1-87dd-6283969efa4c,2090,24,1624000.00,1663937.00,-39937.00,SUP-ZHD-0017,21e1ac76-b911-44a1-87dd-6283969efa4c,ARIF LHR,supplier,"","","","","","",0
210018,b47080f9-55fb-42d6-8898-480bb98dec24,ATIQ KRH,t,046c5ab9-a81e-412a-8bce-a3a56f4810a1,2090,40,5403700.00,5414530.00,-10830.00,SUP-ZHD-0018,046c5ab9-a81e-412a-8bce-a3a56f4810a1,ATIQ KRH,supplier,"","","","","","",0
210019,707f1e7a-ce53-43ff-81ec-3a4b83239f39,BANZIR LHR,t,edf09e7e-842d-4f0d-8461-f962cf2ceaf4,2090,0,0.00,0.00,0.00,SUP-ZHD-0019,edf09e7e-842d-4f0d-8461-f962cf2ceaf4,BANZIR LHR,supplier,"","","","","","",0
210020,fee47d94-7b38-45e5-8509-b851682ffdce,BS EMB,t,ea798964-138e-44ce-8f76-0503ca2d2d98,2090,16,2112500.00,2112500.00,0.00,SUP-ZHD-0020,ea798964-138e-44ce-8f76-0503ca2d2d98,BS EMB,supplier,"","","","","","",0
210021,d00efdf3-14e8-4562-8463-0019058b3010,ZAMAN ARTS,f,"",2090,0,0.00,0.00,0.00,SUP-ZHD-0021,12983433-2d74-4322-8b0d-6db6fc298c03,ZAMAN ARTS,supplier,73a2c8e4-e5a6-43c7-b5eb-b24153923a59,AP-SUPZHD0021,true,12983433-2d74-4322-8b0d-6db6fc298c03,supplier,AP-SUPZHD0021,1
210022,e06ce604-6956-4f27-8298-a8e3ca4e5242,FAHAD LACE,f,"",2090,0,0.00,0.00,0.00,SUP-ZHD-0022,28ef9d8e-5e22-4455-81c3-fd81ad4bcf0c,FAHAD LACE,supplier,687b1c57-d486-4292-9ed5-6f9baf2e81c9,AP-SUPZHD0022,true,28ef9d8e-5e22-4455-81c3-fd81ad4bcf0c,supplier,AP-SUPZHD0022,1
210023,ec30b260-d387-42aa-8661-37d2e4d24d30,GHOSIA BNRS,t,792ca41f-b916-47f9-8486-fd62feeb7751,2090,9,225200.00,257900.00,-32700.00,SUP-ZHD-0023,792ca41f-b916-47f9-8486-fd62feeb7751,GHOSIA BNRS,supplier,"","","","","","",0
210024,f3db4632-0353-404a-834e-79c7b174be4d,GULZAR BNRS,f,"",2090,0,0.00,0.00,0.00,SUP-ZHD-0024,a8298f74-a3ac-4a39-8e5f-e9936da1ec01,GULZAR BNRS,supplier,02920ed7-f960-4a94-a0ba-762e2bc525f9,AP-SUPZHD0024,true,a8298f74-a3ac-4a39-8e5f-e9936da1ec01,supplier,AP-SUPZHD0024,1
210025,aa82695b-5395-498a-896e-07b7516b85f5,HBM,t,84cab9d3-6095-4349-8a96-fe3c1c6c14cb,2090,13,2225000.00,1989679.00,235321.00,SUP-ZHD-0025,84cab9d3-6095-4349-8a96-fe3c1c6c14cb,HBM,supplier,"","","","","","",0
210026,3f1440dd-2e2c-4439-8bb4-a9c54cb3af0c,IBRAHIM BNRS,f,"",2090,0,0.00,0.00,0.00,SUP-ZHD-0026,08592090-3e74-4b5e-8dd4-e06271f06391,IBRAHIM BNRS,supplier,2c56a1d1-e31d-433f-85af-ce3fd4729312,AP-SUPZHD0026,true,08592090-3e74-4b5e-8dd4-e06271f06391,supplier,AP-SUPZHD0026,1
210027,e11d244a-b96e-4128-8ca3-2bae5a4f813c,ID LACE,f,"",2090,0,0.00,0.00,0.00,SUP-ZHD-0027,d681fcf5-938f-4841-8a99-b83d59eb9375,ID LACE,supplier,30bbe521-5773-4985-8be1-0d336c56a6a3,AP-SUPZHD0027,true,d681fcf5-938f-4841-8a99-b83d59eb9375,supplier,AP-SUPZHD0027,1
210029,9ccd0be7-ad33-4f9c-8d6b-544206378c9d,INR,f,"",2090,0,0.00,0.00,0.00,SUP-ZHD-0029,dca27af9-494e-4c80-8f7b-29280157eb93,INR,supplier,a4508c84-6453-4abf-b9e2-79bc97f34f29,AP-SUPZHD0029,true,dca27af9-494e-4c80-8f7b-29280157eb93,supplier,AP-SUPZHD0029,1
210030,28ec1d13-9686-47a7-88a2-55451ad919ba,INR CARGO,t,9c87d72e-dc5e-4b49-82c6-8a366140376c,2090,14,1548000.00,1404000.00,144000.00,SUP-ZHD-0030,9c87d72e-dc5e-4b49-82c6-8a366140376c,INR CARGO,supplier,"","","","","","",0
210031,bedb3559-7288-4f50-8749-3f2363f5a4df,INR SLM,f,"",2090,0,0.00,0.00,0.00,SUP-ZHD-0031,8d273d96-126c-4634-8f1f-162fb4455b5f,INR SLM,supplier,5dc2d8bb-33f7-4e3c-929a-30090764faed,AP-SUPZHD0031,true,8d273d96-126c-4634-8f1f-162fb4455b5f,supplier,AP-SUPZHD0031,1
210032,590a815e-257c-407c-8be8-7dfd996efcd9,JOHRA,t,1a662e40-a5dc-4156-8550-cc4bd5c12a02,2090,47,3305350.00,3305360.00,-10.00,SUP-ZHD-0032,1a662e40-a5dc-4156-8550-cc4bd5c12a02,JOHRA,supplier,"","","","","","",0
210033,0e351f79-87f4-4b95-84c1-1ca95b4ea2e4,JVD BNRS,t,21199cad-b094-457e-8995-6d700209a462,2090,6,330000.00,334000.00,-4000.00,SUP-ZHD-0033,21199cad-b094-457e-8995-6d700209a462,JVD BNRS,supplier,"","","","","","",0
210034,4203b1bb-3fe0-494e-81cd-a4bf2aadb922,KHALID BHWL,t,8bd37a6d-d0eb-4495-8fb8-ac8517c00ff1,2090,0,0.00,0.00,0.00,SUP-ZHD-0034,8bd37a6d-d0eb-4495-8fb8-ac8517c00ff1,KHALID BHWL,supplier,"","","","","","",0
210035,93d5964c-912d-4201-88b9-828463c8acb3,KHALID SHAFOON,t,1aeb6e8c-c72b-4f64-897c-4b44628b24d8,2090,3,200000.00,216000.00,-16000.00,SUP-ZHD-0035,1aeb6e8c-c72b-4f64-897c-4b44628b24d8,KHALID SHAFOON,supplier,"","","","","","",0
210036,5a51df64-60bb-4018-8c0d-9a02a7d551b7,KIRAN MUKESH,f,"",2090,0,0.00,0.00,0.00,SUP-ZHD-0036,797ca8bb-5491-4827-8d6e-c7971d20a022,KIRAN MUKESH,worker,2c79df0c-12cb-4e6b-924c-e904ae774c11,AP-SUPZHD0036,true,797ca8bb-5491-4827-8d6e-c7971d20a022,worker,AP-SUPZHD0036,1
210037,fd710847-0e40-4948-829b-a2133ee8b933,MAJID KHTK,t,db376aa7-6e07-4690-891b-2b18d93aef30,2090,26,1438000.00,1557269.50,-119269.50,SUP-ZHD-0037,db376aa7-6e07-4690-891b-2b18d93aef30,MAJID KHTK,supplier,"","","","","","",0
210038,dbaf08b8-2520-49de-8561-e19ef2723a8a,MARJAN,t,fca93015-bbe8-49e6-8bd4-c7fccf20e2e7,2090,15,734500.00,733550.00,950.00,SUP-ZHD-0038,fca93015-bbe8-49e6-8bd4-c7fccf20e2e7,MARJAN,supplier,"","","","","","",0
210039,597ba678-ca49-42b5-8d2e-e7ec0163a6c4,NSR BNRS,f,"",2090,0,0.00,0.00,0.00,SUP-ZHD-0039,bfee4638-b750-46ef-8859-8852b5d1985c,NSR BNRS,supplier,a1a2a004-f0fb-4add-860a-8603c815ad30,AP-SUPZHD0039,true,bfee4638-b750-46ef-8859-8852b5d1985c,supplier,AP-SUPZHD0039,1
210040,6e8c9aac-e904-4344-8292-f1599ab6ff3e,QADAR SHAH,t,60c1c8ca-15f7-43aa-8c30-edab83af534c,2090,0,0.00,0.00,0.00,SUP-ZHD-0040,60c1c8ca-15f7-43aa-8c30-edab83af534c,QADAR SHAH,supplier,"","","","","","",0
210041,7f74bc1e-0b4c-4a28-8fd9-8c86bd70874c,QATRI INR,t,19e415d3-7c44-4599-8da1-ac4558c20425,2090,22,9276909.00,7576909.00,1700000.00,SUP-ZHD-0041,19e415d3-7c44-4599-8da1-ac4558c20425,QATRI INR,supplier,"","","","","","",0
210042,a278c21d-290a-465c-8683-07caa749110c,RABIA INR,t,d141b1ef-3739-42c3-8ebe-a06a55aa7525,2090,0,0.00,0.00,0.00,SUP-ZHD-0042,d141b1ef-3739-42c3-8ebe-a06a55aa7525,RABIA INR,supplier,"","","","","","",0
210043,a6f49fe5-e73e-474e-89ea-4e90873aced1,RAFIQ LACE,t,7962082b-af1b-475f-844a-d26dbd652324,2090,8,296000.00,276070.00,19930.00,SUP-ZHD-0043,7962082b-af1b-475f-844a-d26dbd652324,RAFIQ LACE,supplier,"","","","","","",0
210044,86bf3028-3212-4402-8ae1-f5b08d7766c4,SADOZE LACE KRH,t,2cad4765-b680-4276-851c-1f0c9a2fbd8c,2090,0,0.00,0.00,0.00,SUP-ZHD-0044,2cad4765-b680-4276-851c-1f0c9a2fbd8c,SADOZE LACE KRH,supplier,"","","","","","",0
210045,d5229d84-4f5d-4dce-8463-9a5e52133511,SHAH FS2,t,b8225f6b-405b-40d0-84c8-511524dafdce,2090,9,990000.00,990690.00,-690.00,SUP-ZHD-0045,b8225f6b-405b-40d0-84c8-511524dafdce,SHAH FS2,supplier,"","","","","","",0
210046,9d105e58-7654-49e5-861d-02d023d0c1c4,SHAHMIM NAZ,f,"",2090,0,0.00,0.00,0.00,SUP-ZHD-0046,f902a1f8-cc8a-4508-8c47-beb1850da1ed,SHAHMIM NAZ,worker,4d6a9b2f-e471-42ae-8063-c8b2d261967a,AP-SUPZHD0046,true,f902a1f8-cc8a-4508-8c47-beb1850da1ed,worker,AP-SUPZHD0046,1
210047,7714e513-801e-4b2e-84c2-105d16f6449f,SHEEBA INR,t,7603f21d-7649-4a7d-8f7d-8f4becd447fe,2090,34,9488300.00,9488300.00,0.00,SUP-ZHD-0047,7603f21d-7649-4a7d-8f7d-8f4becd447fe,SHEEBA INR,supplier,"","","","","","",0
210048,06055d60-7d24-43a8-8043-7484de22b755,UK FASHION,f,"",2090,0,0.00,0.00,0.00,SUP-ZHD-0048,08bd0ba0-45a5-4a29-8e2e-8b38669538e1,UK FASHION,supplier,121fc788-63dd-4ca8-a9b7-f7138db3aff5,AP-SUPZHD0048,true,08bd0ba0-45a5-4a29-8e2e-8b38669538e1,supplier,AP-SUPZHD0048,1
210049,f608d30c-5668-4fa1-8de3-55aba18b6500,ZABI LHR,f,"",2090,0,0.00,0.00,0.00,SUP-ZHD-0049,d651ba23-5e96-426e-8f93-b5a1ad2c18c1,ZABI LHR,supplier,f3d0c989-9ffe-4825-9153-1c09aab50439,AP-SUPZHD0049,true,d651ba23-5e96-426e-8f93-b5a1ad2c18c1,supplier,AP-SUPZHD0049,1
210050,8c19e1d5-6d4b-42a1-8c9b-1b3f37386fd5,ZIA BNRS,t,7e59e1f9-9c48-4786-8424-030a02041601,2090,32,2230000.00,2261885.00,-31885.00,SUP-ZHD-0050,7e59e1f9-9c48-4786-8424-030a02041601,ZIA BNRS,supplier,"","","","","","",0
210051,faaf5571-320f-4e0b-8023-b3ac35f964af,WALI CHINA,t,1549ea59-0c0c-4e74-88a7-68fb5036e74e,2090,5,1550000.00,0.00,1550000.00,SUP-ZHD-0051,1549ea59-0c0c-4e74-88a7-68fb5036e74e,WALI CHINA,supplier,"","","","","","",0
210053,6c59fc71-9350-4185-82f4-f1a82bf16dea,SHERAZ KHTAK,t,2a203369-1d7a-4fc9-8f84-f46b315769c8,2090,97,4182770.00,10326145.00,-6143375.00,SUP-ZHD-0053,2a203369-1d7a-4fc9-8f84-f46b315769c8,SHERAZ KHTAK,supplier,"","","","","","",0
210054,84384641-9bd9-4c64-8caa-42783721e65b,ABDULLAH KHTK,t,f133f09a-9ca0-4017-8367-bbc71653b37b,2090,69,2280000.00,3952116.00,-1672116.00,SUP-ZHD-0054,f133f09a-9ca0-4017-8367-bbc71653b37b,ABDULLAH KHTK,supplier,"","","","","","",0
210055,ebb7f8ce-ca9d-4a6f-8338-24ed38bb2afa,CLASSIC LAWN,t,db98d69d-8b0e-4903-881b-d581358d9a77,2090,2,153500.00,153500.00,0.00,SUP-ZHD-0055,db98d69d-8b0e-4903-881b-d581358d9a77,CLASSIC LAWN,supplier,"","","","","","",0
210056,56968bba-ab61-4ada-8ce5-9c5cb0d290ad,JVD AFZ,t,708645b7-3c73-4bbd-87e4-7050394b2d4d,2090,17,515500.00,524134.00,-8634.00,SUP-ZHD-0056,708645b7-3c73-4bbd-87e4-7050394b2d4d,JVD AFZ,supplier,"","","","","","",0
210057,e2c7c64a-d38e-41e9-8e2a-e59317556bea,RAIZ ARTS,t,4b5c460b-8a4f-4a00-88c4-05706456691a,2090,77,10258740.00,10513622.00,-254882.00,SUP-ZHD-0057,4b5c460b-8a4f-4a00-88c4-05706456691a,RAIZ ARTS,supplier,"","","","","","",0
210058,e2cbfd14-87bd-4f22-8685-3196b60e8c20,SHAFI SONS,t,f6c07917-868f-4340-817f-ff7b6f2d28f0,2090,6,635250.00,635250.00,0.00,SUP-ZHD-0058,f6c07917-868f-4340-817f-ff7b6f2d28f0,SHAFI SONS,supplier,"","","","","","",0
210059,d02c34bc-0367-46c7-8f3c-e1e6145bb85f,KARACHI BOTIQUE,t,99737de1-f9ab-47c2-8467-dba7bc2de795,2090,12,758550.00,759885.00,-1335.00,SUP-ZHD-0059,99737de1-f9ab-47c2-8467-dba7bc2de795,KARACHI BOTIQUE,supplier,"","","","","","",0
210060,f85a6e56-f828-4e1b-8256-c9f7f18a0239,MARYAM NSR KHTK,t,7b4a6c4d-9993-467f-8777-367d5d15ecde,2090,93,2371000.00,3739082.00,-1368082.00,SUP-ZHD-0060,7b4a6c4d-9993-467f-8777-367d5d15ecde,MARYAM NSR KHTK,supplier,"","","","","","",0
210061,6d66818a-a824-48f3-8693-e974e4c5ae28,NASIR & SONS BNRS,t,4f0e4fdd-29a2-48bb-8aa6-4d0e1ab9ef21,2090,72,5181650.00,5229368.00,-47718.00,SUP-ZHD-0061,4f0e4fdd-29a2-48bb-8aa6-4d0e1ab9ef21,NASIR & SONS BNRS,supplier,"","","","","","",0
210062,8d37b03e-3f40-4450-81e3-6d85011497f6,DIN SILK IMPORTED PURCHASE,f,"",2090,0,0.00,0.00,0.00,SUP-ZHD-0062,67f9b56c-1a2e-430d-87cf-7e3e91642d2f,DIN SILK IMPORTED PURCHASE,supplier,a4143cf1-9d97-472e-9428-e194c8661ccf,AP-SUPZHD0062,true,67f9b56c-1a2e-430d-87cf-7e3e91642d2f,supplier,AP-SUPZHD0062,1
210063,4f32027a-1867-41a2-80c0-82d67ac22614,SHEENA FR,t,babf3d99-b4a9-4d72-8eec-7f855711b61b,2090,11,312000.00,332462.00,-20462.00,SUP-ZHD-0063,babf3d99-b4a9-4d72-8eec-7f855711b61b,SHEENA FR,supplier,"","","","","","",0
210064,6a2101b0-3541-47e5-87f7-f533b5dbf683,BANZER SILK,t,713860ed-5623-401e-8df9-1c9cffe98ca8,2090,9,226500.00,228300.00,-1800.00,SUP-ZHD-0064,713860ed-5623-401e-8df9-1c9cffe98ca8,BANZER SILK,supplier,"","","","","","",0
210065,bd800649-f349-4ec8-8c94-70673b8166bd,SUBRANG,f,"",2090,0,0.00,0.00,0.00,SUP-ZHD-0065,88868769-efd8-4684-8073-113556a21453,SUBRANG,supplier,f2c0ea0f-44ea-4dd9-a3d0-b374fc9c56e1,AP-SUPZHD0065,true,88868769-efd8-4684-8073-113556a21453,supplier,AP-SUPZHD0065,1
210066,e7b3fb52-fdac-4093-8af5-706640c0dfc8,ASIM GUJ,t,2fcf397f-b116-4ca5-859c-72641290a23e,2090,21,2929000.00,3178225.00,-249225.00,SUP-ZHD-0066,2fcf397f-b116-4ca5-859c-72641290a23e,ASIM GUJ,supplier,"","","","","","",0
210067,499519d8-2089-4e85-8763-4aa85caf451b,HAFIZ GUJ,t,8d86cc83-3990-4ba0-8145-b1ac4491077b,2090,6,1000580.00,1000580.00,0.00,SUP-ZHD-0067,8d86cc83-3990-4ba0-8145-b1ac4491077b,HAFIZ GUJ,supplier,"","","","","","",0
210068,51bbfc5a-88a1-459b-825e-422b880b6775,SHAAN ARTS,t,31ae6812-f258-4963-8153-34d8f1347da0,2090,2,79000.00,79000.00,0.00,SUP-ZHD-0068,31ae6812-f258-4963-8153-34d8f1347da0,SHAAN ARTS,supplier,"","","","","","",0
210069,fbfe1edf-3edf-4d42-8dff-0fb3a693cebc,MUNA BNRS,f,"",2090,0,0.00,0.00,0.00,SUP-ZHD-0069,29889085-19b3-48af-8c42-e035b4b1c56a,MUNA BNRS,supplier,322dd1e8-d16b-410c-a733-1126c49d59b5,AP-SUPZHD0069,true,29889085-19b3-48af-8c42-e035b4b1c56a,supplier,AP-SUPZHD0069,1
210070,d7e7fd62-2dbf-4058-81ea-845f696ff000,CASH PURCHASE,t,8c338bd5-c6f9-4048-8435-21af28f04b96,2090,30,1810440.00,1887059.00,-76619.00,SUP-ZHD-0070,8c338bd5-c6f9-4048-8435-21af28f04b96,CASH PURCHASE,supplier,"","","","","","",0
210072,f442c8e1-ad95-439f-8c9c-5c8445968003,IMRAN SULMAN BNRS,t,26645aeb-b428-4439-88cf-c1692f1d7735,2090,5,480000.00,489900.00,-9900.00,SUP-ZHD-0072,26645aeb-b428-4439-88cf-c1692f1d7735,IMRAN SULMAN BNRS,supplier,"","","","","","",0
210073,9d522774-7e8b-40b9-88e5-88a595cb3c92,GHULM LACE,t,9472d163-b32c-49dc-8866-ca1b7b2e47d9,2090,2,56000.00,58318.00,-2318.00,SUP-ZHD-0073,9472d163-b32c-49dc-8866-ca1b7b2e47d9,GHULM LACE,supplier,"","","","","","",0
210074,6cd168e3-69c4-4545-89ce-80b773c03c1b,HAMID KHTK,t,e1bb9929-64e1-4c1f-88e0-5fdc418f15b2,2090,4,60000.00,60000.00,0.00,SUP-ZHD-0074,e1bb9929-64e1-4c1f-88e0-5fdc418f15b2,HAMID KHTK,supplier,"","","","","","",0
210075,81e42c38-2529-45e4-84cd-d031a93b0654,LALA GEE,t,621497ff-f7f0-44e7-8f44-dcdfb9e51145,2090,5,110200.00,111720.00,-1520.00,SUP-ZHD-0075,621497ff-f7f0-44e7-8f44-dcdfb9e51145,LALA GEE,supplier,"","","","","","",0
210077,c6faf5c8-7d03-4f0f-8839-aa7d6acda37f,IZHAR VELVET,f,"",2090,0,0.00,0.00,0.00,SUP-ZHD-0077,bf36a4d0-e9e0-4037-8505-6d545e652bcb,IZHAR VELVET,supplier,77972faf-753f-4b5b-8cfd-d52872a74cd1,AP-SUPZHD0077,true,bf36a4d0-e9e0-4037-8505-6d545e652bcb,supplier,AP-SUPZHD0077,1
210081,3473dd4f-b379-4a0b-8bcb-d4acee5e3326,SKT GAZI,f,"",2090,0,0.00,0.00,0.00,SUP-ZHD-0081,6c435345-4751-40a7-86a2-bfc108252e93,SKT GAZI,supplier,2f5caefe-3f29-4284-90a9-c9aaf41a9df5,AP-SUPZHD0081,true,6c435345-4751-40a7-86a2-bfc108252e93,supplier,AP-SUPZHD0081,1
210082,e996135f-ca65-4fca-838d-5ac191e6f43a,GHULAM LACE,t,4aca015b-fcdf-47b5-85f3-1ac7dcd3a9d8,2090,0,0.00,0.00,0.00,SUP-ZHD-0082,4aca015b-fcdf-47b5-85f3-1ac7dcd3a9d8,GHULAM LACE,supplier,"","","","","","",0
210084,6d00f0c4-9eee-476f-870a-598ff025486e,WALI SARDAR,f,"",2090,0,0.00,0.00,0.00,SUP-ZHD-0084,b0826d8b-bf51-487c-89fc-b0f0178c5766,WALI SARDAR,supplier,12e5d3f5-2e8f-4487-b4e1-86468695b3bd,AP-SUPZHD0084,true,b0826d8b-bf51-487c-89fc-b0f0178c5766,supplier,AP-SUPZHD0084,1
210085,b4c49147-fc1e-4677-87bd-3aa0899963fd,SLM INR,t,087c6eb0-bbbe-4c07-8a0f-a986d2385034,2090,0,0.00,0.00,0.00,SUP-ZHD-0085,087c6eb0-bbbe-4c07-8a0f-a986d2385034,SLM INR,supplier,"","","","","","",0
210086,a7eb8f9c-698f-4f45-83dc-da9eabe52431,TISSU ZARI,t,f9aff7ba-cf76-45dc-83e1-949b6eb3dbc9,2090,2,17750.00,17750.00,0.00,SUP-ZHD-0086,f9aff7ba-cf76-45dc-83e1-949b6eb3dbc9,TISSU ZARI,supplier,"","","","","","",0
210087,52e3636e-a849-409e-8fa5-52bdd4b0b9f1,ARSHI INR,t,175720cd-34f6-44ac-8b48-7ecc91581066,2090,18,7695591.00,7321591.00,374000.00,SUP-ZHD-0087,175720cd-34f6-44ac-8b48-7ecc91581066,ARSHI INR,supplier,"","","","","","",0
210088,7f831f90-592e-4aa9-8599-43d172a74ae7,ANDLEEB JMU INR,t,7d51c0d5-0c89-4896-84af-8c239e03c822,2090,4,845000.00,845000.00,0.00,SUP-ZHD-0088,7d51c0d5-0c89-4896-84af-8c239e03c822,ANDLEEB JMU INR,supplier,"","","","","","",0
210089,4a3bfc83-b79d-4d2c-8ec2-bc9efb8d31de,AL FAJAR SLM,f,"",2090,0,0.00,0.00,0.00,SUP-ZHD-0089,fe93348c-ff8e-4a7a-83e7-f38825f584d2,AL FAJAR SLM,supplier,69675ea1-9a75-4fea-a333-65fd9485ca73,AP-SUPZHD0089,true,fe93348c-ff8e-4a7a-83e7-f38825f584d2,supplier,AP-SUPZHD0089,1
210090,a346d343-e3d3-4670-83f1-87be3fa53080,PAERL LACE,t,ec6c4ef3-0a67-4142-8dff-f9c34dc96d59,2090,2,45000.00,45000.00,0.00,SUP-ZHD-0090,ec6c4ef3-0a67-4142-8dff-f9c34dc96d59,PAERL LACE,supplier,"","","","","","",0
210091,5aa932e0-e428-471a-8fdf-cdc6a323f9b8,HASSAN BNRS,f,"",2090,0,0.00,0.00,0.00,SUP-ZHD-0091,0d290400-682c-4b6c-8269-b35cd09afd11,HASSAN BNRS,supplier,6fa3875c-61cd-4d58-b289-27b29b8c81da,AP-SUPZHD0091,true,0d290400-682c-4b6c-8269-b35cd09afd11,supplier,AP-SUPZHD0091,1
210092,b57a93b5-a4fb-4511-8769-4daf909b84e1,NOOR BNRS,t,eae76790-bd5e-418f-8806-0d34d0c65655,2090,35,3261287.00,3687287.00,-426000.00,SUP-ZHD-0092,eae76790-bd5e-418f-8806-0d34d0c65655,NOOR BNRS,supplier,"","","","","","",0
210093,202da626-ed1d-4be1-8196-38655a82358f,SARA BNRS,f,"",2090,0,0.00,0.00,0.00,SUP-ZHD-0093,544d492f-279e-4275-8998-bfab9e199ec7,SARA BNRS,supplier,4f927da0-a8bc-420e-b0e1-5e7effe1982e,AP-SUPZHD0093,true,544d492f-279e-4275-8998-bfab9e199ec7,supplier,AP-SUPZHD0093,1
210096,c20b5027-5fe7-48f7-820e-ca41c4a2bd1a,ALEEM BNRS,f,"",2090,0,0.00,0.00,0.00,SUP-ZHD-0096,e78d28fd-1d50-40b5-81aa-f82037ae910f,ALEEM BNRS,supplier,768a56d9-5830-4d09-bd99-8c30fb2431b3,AP-SUPZHD0096,true,e78d28fd-1d50-40b5-81aa-f82037ae910f,supplier,AP-SUPZHD0096,1
210097,149922b7-fb13-4525-8304-d7347d1cf65c,SHD,t,ca00f39e-0fc9-4192-8717-9beec55e2c3d,2090,14,5150000.00,4885808.00,264192.00,SUP-ZHD-0097,ca00f39e-0fc9-4192-8717-9beec55e2c3d,SHD,supplier,"","","","","","",0
